FBP_Team,manager,name,team,position,player_type,contract_type,status,years_simple,yahoo_id,upid
DRO,Andromedans,Shane Baz,TB,SP,MLB,Keeper Contract,[4] TC2,TC 2,,4101
RV,Rick Vaughn,Ceddanne Rafaela,BOS,"2B, SS, CF",MLB,Keeper Contract,[5] TC1,TC 1,,4462
RV,Rick Vaughn,Yoniel Curet,TB,RHP,Farm,Farm Contract,[7] P,P,,4609
RV,Rick Vaughn,Sebastian Walcott,TEX,SS,Farm,Purchased Contract,[7] P,P,,6141
RV,Rick Vaughn,Tim Herrin,CLE,RP,MLB,Keeper Contract,[5] TC1,TC 1,,6367
RV,Rick Vaughn,Alex Freeland,LAD,SS,Farm,Purchased Contract,[7] P,P,,6543
RV,Rick Vaughn,Chase Dollander,COL,RHP,Farm,Purchased Contract,[7] P,P,,6572
RV,Rick Vaughn,Kyle Teel,CWS,C,Farm,Purchased Contract,[7] P,P,,6573
RV,Rick Vaughn,Cooper Pratt,MIL,SS,Farm,Farm Contract,[7] P,P,,6583
RV,Rick Vaughn,Kristian Campbell,BOS,2B,Farm,Purchased Contract,[7] P,P,,6707
RV,Rick Vaughn,Lucas Erceg,KC,RP,MLB,Keeper Contract,[5] TC1,TC 1,,6784
RV,Rick Vaughn,Drue Hackenberg,ATL,RHP,Farm,Farm Contract,[7] P,P,,6785
RV,Rick Vaughn,Robert Calaz,COL,OF,Farm,Development Cont.,[7] P,P,,6834
RV,Rick Vaughn,Aidan Smith,TB,OF,Farm,Farm Contract,[7] P,P,,6888
RV,Rick Vaughn,Emil Morales,LAD,SS,Farm,Development Cont.,[7] P,P,,7213
RV,Rick Vaughn,Carson Benge,NYM,OF,Farm,Purchased Contract,[7] P,P,,7591
RV,Rick Vaughn,Cam Smith,HOU,3B,MLB,Keeper Contract,[6] TCR,TC R,,7600
RV,Rick Vaughn,Demetrio Crisantes,AZ,2B,Farm,Farm Contract,[7] P,P,,7626
RV,Rick Vaughn,Payton Tolle,BOS,LHP,Farm,Purchased Contract,[7] P,P,,7658
RV,Rick Vaughn,Dasan Hill,MIN,LHP,Farm,Purchased Contract,[7] P,P,,7692
RV,Rick Vaughn,Nick Kurtz,ATH,1B,Farm,Purchased Contract,[7] P,P,,7703
RV,Rick Vaughn,Quinn Matthews,STL,LHP,Farm,Purchased Contract,[7] P,P,,7722
TBB,The Bluke Blokes,Trea Turner,PHI,"2B,SS",MLB,Keeper Contract,[3] VC1,VC 1,10056,1885
TBB,The Bluke Blokes,Yu Darvish,SD,P,MLB,Keeper Contract,[5] TC1,TC 1,9095,1924
TBB,The Bluke Blokes,Chris Bassitt,TOR,P,MLB,,[5] TC1,TC 1,9799,1936
TBB,The Bluke Blokes,Corbin Burnes,AZ,P,MLB,Keeper Contract,[3] VC1,VC 1,10910,1940
TBB,The Bluke Blokes,Kenley Jansen,DET,P,MLB,Keeper Contract,[5] TC1,TC 1,8758,1957
TBB,The Bluke Blokes,Mike Trout,LAA,CF,MLB,Keeper Contract,[3] VC1,VC 1,8861,1967
TBB,The Bluke Blokes,Salvador Perez,KC,C,MLB,Keeper Contract,[5] TC1,TC 1,9015,1976
TBB,The Bluke Blokes,Devin Williams,NYM,P,MLB,Keeper Contract,[3] VC1,VC 1,11628,2378
TBB,The Bluke Blokes,Edgar Quero,CWS,C,Farm,Purchased Contract,[7] P,P,,2429
TBB,The Bluke Blokes,Jeff Hoffman,TOR,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2641
TBB,The Bluke Blokes,Jurickson Profar,ATL,OF,MLB,Keeper Contract,[5] TC1,TC 1,,2795
TBB,The Bluke Blokes,Marcell Ozuna,ATL,OF,MLB,Keeper Contract,[3] VC1,VC 1,,2928
TBB,The Bluke Blokes,Tyler Glasnow,LAD,P,MLB,Keeper Contract,[3] VC1,VC 1,9616,3338
TBB,The Bluke Blokes,Max Meyer,MIA,RHP,MLB,Keeper Contract,[6] TCR,TC R,,3453
TBB,The Bluke Blokes,Kyle Harrison,SF,SP,MLB,Keeper Contract,[5] TC1,TC 1,,3457
TBB,The Bluke Blokes,Orelvis Martinez,TOR,2B,Farm,Farm Contract,[7] P,P,,3467
TBB,The Bluke Blokes,Mick Abel,PHI,RHP,Farm,Purchased Contract,[7] P,P,,3486
TBB,The Bluke Blokes,Curtis Mead,TB,"2B, 3B",MLB,Keeper Contract,[5] TC1,TC 1,,3491
TBB,The Bluke Blokes,DL Hall,MIL,"SP, RP",MLB,Keeper Contract,[5] TC1,TC 1,,3497
TBB,The Bluke Blokes,Pete Crow-Armstrong,CHC,CF,MLB,Keeper Contract,[5] TC1,TC 1,,3508
TBB,The Bluke Blokes,Deyvison De Los Santos,MIA,1B,Farm,Purchased Contract,[7] P,P,,3540
TBB,The Bluke Blokes,Connor Norby,MIA,2B,MLB,Keeper Contract,[6] TCR,TC R,,3563
TBB,The Bluke Blokes,Ben Brown,CHC,SP,MLB,Keeper Contract,[6] TCR,TC R,,3586
TBB,The Bluke Blokes,Forrest Whitley,HOU,SP,Farm,Purchased Contract,[7] P,P,,3647
TBB,The Bluke Blokes,Matt Mervis,CHC,1B,Farm,Purchased Contract,[7] P,P,,3653
TBB,The Bluke Blokes,Yainer Diaz,HOU,"C, 1B",MLB,Keeper Contract,[4] TC2,TC 2,,3656
TBB,The Bluke Blokes,Joey Ortiz,MIL,"3B, SS",MLB,Keeper Contract,[5] TC1,TC 1,,3670
TBB,The Bluke Blokes,Garrett Mitchell,MIL,CF,MLB,Keeper Contract,[5] TC1,TC 1,,3706
TBB,The Bluke Blokes,Brice Turang,MIL,2B,MLB,Keeper Contract,[3] VC1,VC 1,,3707
TBB,The Bluke Blokes,Alec Burleson,STL,"1B, OF",MLB,Keeper Contract,[5] TC1,TC 1,,3831
TBB,The Bluke Blokes,Kameron Misner,TB,OF,Farm,Purchased Contract,[7] P,P,,3846
TBB,The Bluke Blokes,Cole Young,SEA,SS,Farm,Purchased Contract,[7] P,P,,3901
TBB,The Bluke Blokes,Jackson Ferris,LAD,LHP,Farm,Farm Contract,[7] P,P,,3924
TBB,The Bluke Blokes,Ben Joyce,LAA,RP,MLB,Keeper Contract,[5] TC1,TC 1,,3963
TBB,The Bluke Blokes,Xavier Isaac,TB,1B,Farm,Development Cont.,[7] P,P,,3984
TBB,The Bluke Blokes,Hunter Gaddis,CLE,RP,MLB,Keeper Contract,[5] TC1,TC 1,,4273
TBB,The Bluke Blokes,Kyle Hurt,LAD,RHP,Farm,Purchased Contract,[7] P,P,,6064
TBB,The Bluke Blokes,Joendry Vargas,LAD,SS,Farm,Farm Contract,[7] P,P,,6137
TBB,The Bluke Blokes,Paul Skenes,PIT,SP,MLB,Keeper Contract,[5] TC1,TC 1,,6563
TBB,The Bluke Blokes,Rhett Lowder,CIN,RHP,Farm,Purchased Contract,[7] P,P,,6577
TBB,The Bluke Blokes,George Lombard Jr.,NYY,SS,Farm,Farm Contract,[7] P,P,,6604
TBB,The Bluke Blokes,Eric Bitonti,MIL,3B,Farm,Purchased Contract,[7] P,P,,6702
TBB,The Bluke Blokes,Jackson Baumeister,TB,RHP,Farm,Farm Contract,[7] P,P,,6818
TBB,The Bluke Blokes,Connelly Early,BOS,LHP,Farm,Purchased Contract,[7] P,P,,6853
TBB,The Bluke Blokes,C.J. Kayfus,CLE,1B,Farm,Farm Contract,[7] P,P,,7048
TBB,The Bluke Blokes,Johnathan Rodriguez,CLE,OF,Farm,Purchased Contract,[7] P,P,,7409
TBB,The Bluke Blokes,JD Dix,AZ,SS,Farm,Farm Contract,[7] P,P,,7625
WAR,Weekend Warriors,Adrian Del Castillo,AZ,C,Farm,Purchased Contract,[7] P,P,,3543
LFB,La Flama Blanca,Alex Vesia,LAD,P,MLB,Keeper Contract,[5] TC1,TC 1,11920,2061
WAR,Weekend Warriors,Andrew Painter,PHI,RHP,Farm,Purchased Contract,[7] P,P,,3484
WAR,Weekend Warriors,Andrew Walters,CLE,RHP,Farm,Purchased Contract,[7] P,P,,6677
WAR,Weekend Warriors,Bo Davidson,SF,OF,Farm,Farm Contract,[7] P,P,,7726
HAM,Hammers,Brandon Lowe,PIT,"1B,2B,OF",MLB,Keeper Contract,[5] TC1,TC 1,11125,1929
WAR,Weekend Warriors,Brandon Marsh,PHI,CF,MLB,Keeper Contract,[5] TC1,TC 1,,2175
WAR,Weekend Warriors,Charlie Condon,COL,3B,Farm,Development Cont.,[7] P,P,,7630
WAR,Weekend Warriors,Christian Scott,NYM,RHP,Farm,Purchased Contract,[7] P,P,,6124
WAR,Weekend Warriors,Christian Yelich,MIL,OF,MLB,Keeper Contract,[2] VC2,VC 2,9320,2275
WAR,Weekend Warriors,Colby Thomas,ATH,OF,Farm,Purchased Contract,[7] P,P,,6443
WAR,Weekend Warriors,Colson Montgomery,CWS,SS,Farm,Purchased Contract,[7] P,P,,3522
WAR,Weekend Warriors,Dalton Rushing,LAD,C,Farm,Purchased Contract,[7] P,P,,3914
WAR,Weekend Warriors,David Robertson,TEX,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2360
WAR,Weekend Warriors,Derek Law,WSH,"SP, RP",MLB,Keeper Contract,[5] TC1,TC 1,,2375
WAR,Weekend Warriors,Ethan Salas,SD,C,Farm,Purchased Contract,[7] P,P,,3720
WAR,Weekend Warriors,Franklin Arias,BOS,SS,Farm,Farm Contract,[7] P,P,,7130
WAR,Weekend Warriors,Gabriel Rincones,PHI,OF,Farm,Purchased Contract,[7] P,P,,7236
WAR,Weekend Warriors,Garrett Crochet,BOS,P,MLB,Keeper Contract,[4] TC2,TC 2,12046,2494
WAR,Weekend Warriors,Tyler Soderstrom,OAK,1B,MLB,Keeper Contract,[5] TC1,TC 1,,3466
WAR,Weekend Warriors,Ian Seymour,TB,LHP,Farm,Farm Contract,[7] P,P,,3845
WAR,Weekend Warriors,Isaac Paredes,HOU,"1B, 3B",MLB,Keeper Contract,[3] VC1,VC 1,,2555
WAR,Weekend Warriors,Jackson Jobe,DET,RHP,MLB,Keeper Contract,[6] TCR,TC R,,3456
WAR,Weekend Warriors,Jacob Melton,HOU,OF,Farm,Purchased Contract,[7] P,P,,3944
WAR,Weekend Warriors,Jared Jones,PIT,SP,MLB,Keeper Contract,[5] TC1,TC 1,,2620
WAR,Weekend Warriors,Jesus Made,MIL,SS,Farm,Farm Contract,[7] P,P,,7607
WAR,Weekend Warriors,JJ Bleday,OAK,CF,MLB,Keeper Contract,[5] TC1,TC 1,,3695
WAR,Weekend Warriors,Jonah Tong,NYM,RHP,Farm,Farm Contract,[7] P,P,,6910
WAR,Weekend Warriors,Josh H. Smith,TEX,"3B, SS, OF",MLB,Keeper Contract,[5] TC1,TC 1,,2774
WAR,Weekend Warriors,Josh Jung,TEX,3B,MLB,Keeper Contract,[4] TC2,TC 2,,3461
WAR,Weekend Warriors,Juan Brito,CLE,2B,Farm,Farm Contract,[7] P,P,,4151
WAR,Weekend Warriors,Kris Bubic,KC,P,MLB,Keeper Contract,[5] TC1,TC 1,11319,2844
WAR,Weekend Warriors,Luis Pena,MIL,SS,Farm,Purchased Contract,[7] P,P,,7608
WAR,Weekend Warriors,Marcelo Mayer,BOS,SS,Farm,Purchased Contract,[7] P,P,,3443
WAR,Weekend Warriors,Masyn Winn,STL,SS,MLB,Keeper Contract,[5] TC1,TC 1,,3520
WAR,Weekend Warriors,Chase DeLauter,CLE,OF,Farm,Purchased Contract,[7] P,P,,3903
WAR,Weekend Warriors,Moisés Chace,PHI,RHP,Farm,Purchased Contract,[7] P,P,,7579
WAR,Weekend Warriors,Chase Meidroth,CWS,SS,Farm,Purchased Contract,[7] P,P,,6530
WAR,Weekend Warriors,Otto Kemp,PHI,3B,Farm,Purchased Contract,[7] P,P,,7569
WAR,Weekend Warriors,Richard Fitts,BOS,RHP,Farm,Purchased Contract,[7] P,P,,4030
WAR,Weekend Warriors,Riley Greene,DET,CF,MLB,Keeper Contract,[4] TC2,TC 2,,4315
WAR,Weekend Warriors,Ryan Waldschmidt,AZ,OF,Farm,Purchased Contract,[7] P,P,,7624
WAR,Weekend Warriors,Sawyer Gipson-Long,DET,SP,Farm,Purchased Contract,[7] P,P,,6868
WAR,Weekend Warriors,Seiya Suzuki,CHC,OF,MLB,Keeper Contract,[3] VC1,VC 1,,4298
WAR,Weekend Warriors,Seth Lugo,KC,SP,MLB,Keeper Contract,[5] TC1,TC 1,,3225
WAR,Weekend Warriors,Shane Smith,CWS,RHP,MLB,Keeper Contract,[6] TCR,TC R,,7330
WAR,Weekend Warriors,Spencer Horwitz,PIT,"1B, 2B",MLB,Keeper Contract,[5] TC1,TC 1,,4125
WAR,Weekend Warriors,Tommy White,ATH,3B,Farm,Purchased Contract,[7] P,P,,7704
WAR,Weekend Warriors,Travis Sykora,WSH,RHP,Farm,Purchased Contract,[7] P,P,,6597
WAR,Weekend Warriors,Trey Yesavage,TOR,RHP,Farm,Development Cont.,[7] P,P,,7670
WAR,Weekend Warriors,William Contreras,MIL,C,MLB,Keeper Contract,[3] VC1,VC 1,,3381
WAR,Weekend Warriors,Wyatt Langford,TEX,CF,MLB,Keeper Contract,[5] TC1,TC 1,,6565
WAR,Weekend Warriors,Yoeilin Cespedes,BOS,2B,Farm,Farm Contract,[7] P,P,,6704
WAR,Weekend Warriors,Gage Jump,ATH,LHP,Farm,Purchased Contract,[7] P,P,,7705
WIZ,Whiz Kids,Jacob deGrom,TEX,P,MLB,Keeper Contract,[3] VC1,VC 1,9701,1876
WIZ,Whiz Kids,Cody Bellinger,NYY,"1B,CF",MLB,Keeper Contract,[3] VC1,VC 1,10504,1883
WIZ,Whiz Kids,Max Muncy,LAD,"1B,2B,3B",MLB,Keeper Contract,[5] TC1,TC 1,9606,1894
WIZ,Whiz Kids,Shohei Ohtani (Batter),LAD,Util,MLB,Keeper Contract,[3] VC1,VC 1,1000001,1919
WIZ,Whiz Kids,Shohei Ohtani (Pitcher),LAD,P,MLB,Keeper Contract,[3] VC1,VC 1,1000002,1920
WIZ,Whiz Kids,Carlos Rodón,NYY,P,MLB,Keeper Contract,[5] TC1,TC 1,9823,1934
RV,Rick Vaughn,Sandy Alcantara,MIA,P,MLB,Keeper Contract,[4] TC2,TC 2,10597,1977
WIZ,Whiz Kids,Masataka Yoshida,BOS,OF,MLB,Keeper Contract,[5] TC1,TC 1,,2038
WIZ,Whiz Kids,Brent Rooker,OAK,OF,MLB,Keeper Contract,[3] VC1,VC 1,,2184
WIZ,Whiz Kids,Cal Raleigh,SEA,C,MLB,Keeper Contract,[4] TC2,TC 2,,2216
WIZ,Whiz Kids,Cristopher Sánchez,PHI,SP,MLB,Keeper Contract,[3] VC1,VC 1,,2314
WIZ,Whiz Kids,Griffin Jax,MIN,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2521
WIZ,Whiz Kids,Joe Mack,MIA,C,Farm,Purchased Contract,[7] P,P,,2674
LAW,Law-Abiding Citizens,José Alvarado,PHI,P,MLB,Keeper Contract,[5] TC1,TC 1,10692,2737
WIZ,Whiz Kids,Josh Naylor,AZ,1B,MLB,Keeper Contract,[3] VC1,VC 1,,2767
WIZ,Whiz Kids,Lars Nootbaar,STL,CF,MLB,Keeper Contract,[5] TC1,TC 1,,2872
WIZ,Whiz Kids,Matt Strahm,PHI,RP,MLB,Keeper Contract,[5] TC1,TC 1,,2956
CFL,Country Fried Lamb,Michael McGreevy,STL,RHP,Farm,Purchased Contract,[7] P,P,,2979
WIZ,Whiz Kids,Nico Hoerner,CHC,"2B,3B,SS",MLB,Keeper Contract,[5] TC1,TC 1,11284,3054
WIZ,Whiz Kids,Pablo López,MIN,P,MLB,Keeper Contract,[2] VC2,VC 2,11057,3071
WIZ,Whiz Kids,Anthony Volpe,NYY,SS,MLB,Keeper Contract,[5] TC1,TC 1,,3441
WIZ,Whiz Kids,Mason Montgomery,TB,LHP,Farm,Purchased Contract,[7] P,P,,3730
WIZ,Whiz Kids,Connor Prielipp,MIN,LHP,Farm,Purchased Contract,[7] P,P,,3909
WIZ,Whiz Kids,Thomas Harrington,PIT,RHP,Farm,Purchased Contract,[7] P,P,,3941
WIZ,Whiz Kids,Clarke Schmidt,NYY,SP,MLB,Keeper Contract,[5] TC1,TC 1,,3987
WIZ,Whiz Kids,Max Muncy,ATH,SS,Farm,Purchased Contract,[7] P,P,,4001
WIZ,Whiz Kids,Porter Hodge,CHC,RP,MLB,Keeper Contract,[5] TC1,TC 1,,4266
WIZ,Whiz Kids,Orion Kerkering,PHI,RP,MLB,Keeper Contract,[5] TC1,TC 1,,4604
WIZ,Whiz Kids,Tyler Fitzgerald,SF,"SS, CF",MLB,Keeper Contract,[5] TC1,TC 1,,4783
WIZ,Whiz Kids,Tyler Mattison,DET,RHP,Farm,Farm Contract,[7] P,P,,6102
WIZ,Whiz Kids,Braxton Ashcraft,PIT,RHP,Farm,Purchased Contract,[7] P,P,,6263
WIZ,Whiz Kids,Aidan Miller,PHI,SS,Farm,Purchased Contract,[7] P,P,,6578
LAW,Law-Abiding Citizens,Enrique Bradfield Jr.,BAL,OF,Farm,Farm Contract,[7] P,P,,6580
WIZ,Whiz Kids,Arjun Nimmala,TOR,SS,Farm,Development Cont.,[7] P,P,,6590
WIZ,Whiz Kids,Kevin McGonigle,DET,SS,Farm,Purchased Contract,[7] P,P,,6591
CFL,Country Fried Lamb,Colt Emerson,SEA,SS,Farm,Purchased Contract,[7] P,P,,6595
WIZ,Whiz Kids,Brice Matthews,HOU,SS,Farm,Purchased Contract,[7] P,P,,6596
WIZ,Whiz Kids,Cole Carrigg,COL,OF,Farm,Purchased Contract,[7] P,P,,6696
CFL,Country Fried Lamb,Roc Riggio,NYY,2B,Farm,Purchased Contract,[7] P,P,,6759
WIZ,Whiz Kids,Eduardo Tait,PHI,C,Farm,Farm Contract,[7] P,P,,7146
WIZ,Whiz Kids,Leodalis De Vries,SD,SS,Farm,Development Cont.,[7] P,P,,7173
WIZ,Whiz Kids,Jung Hoo Lee,SF,CF,MLB,Keeper Contract,[5] TC1,TC 1,,7286
WIZ,Whiz Kids,Dorian Soto,BOS,SS,Farm,Farm Contract,[7] P,P,,7319
LAW,Law-Abiding Citizens,Craig Yoho,MIL,RHP,Farm,Purchased Contract,[7] P,P,,7335
WIZ,Whiz Kids,Griffin Burkholder,PHI,OF,Farm,Farm Contract,[7] P,P,,7577
WIZ,Whiz Kids,Mike Sirota,LAD,OF,Farm,Purchased Contract,[7] P,P,,7605
WIZ,Whiz Kids,James Tibbs III,SF,OF,Farm,Purchased Contract,[7] P,P,,7646
CFL,Country Fried Lamb,Ryan Sloan,SEA,RHP,Farm,Purchased Contract,[7] P,P,,7710
WIZ,Whiz Kids,Yorger Bautista,SEA,OF,Farm,Farm Contract,[7] P,P,,7784
,PLAY,Michael Brantley,HOU,OF,RETIRED,,,,8575,1895
I'LL,I'LL,Trevor Story,BOS,SS,MLB,,,,9571,1899
TBB,The Bluke Blokes,Yoán Moncada,LAA,3B,MLB,,[5] TC1,TC 1,9900,1923
LFB,La Flama Blanca,Byron Buxton,MIN,CF,MLB,,[5] TC1,TC 1,9590,1931
HAM,Hammers,Jorge Polanco,NYM,"2B,SS",MLB,,,,9750,1954
B2J,Btwn2Jackies,Trent Grisham,NYY,CF,MLB,,[5] TC1,TC 1,10522,1982
LFB,La Flama Blanca,Aaron Ashby,MIL,P,MLB,,,,11489,1995
TBB,The Bluke Blokes,Adrian Houser,SF,P,MLB,,[5] TC1,TC 1,10098,2024
CFL,Country Fried Lamb,Alejandro Kirk,TOR,C,MLB,,[5] TC1,TC 1,11853,2045
I'LL,I'LL,Andrew Vaughn,MIL,"1B,OF",MLB,,[5] TC1,TC 1,11866,2088
LAW,Law-Abiding Citizens,Cristian Javier,HOU,P,MLB,,,,11315,2313
DRO,Andromedans,Daulton Varsho,TOR,"C,CF",MLB,,[5] TC1,TC 1,10843,2347
LAW,Law-Abiding Citizens,Garrett Whitlock,BOS,P,MLB,,[5] TC1,TC 1,11358,2498
SAD,not much of a donkey,Jo Adell,LAA,OF,MLB,,[5] TC1,TC 1,10893,2667
TBB,The Bluke Blokes,Kyle Hendricks,LAA,P,MLB,,[5] TC1,TC 1,9758,2859
HAM,Hammers,Lourdes Gurriel Jr.,AZ,"1B,2B,OF",MLB,,[5] TC1,TC 1,10616,2889
WIZ,Whiz Kids,Luis Severino,ATH,P,MLB,,[5] TC1,TC 1,9879,2908
TBB,The Bluke Blokes,Trevor Rogers,BAL,P,MLB,,[5] TC1,TC 1,10909,3321
HAM,Hammers,Tyler Rogers,TOR,P,MLB,,[5] TC1,TC 1,11644,3346
LFB,La Flama Blanca,Tylor Megill,NYM,P,MLB,,[5] TC1,TC 1,12215,3353
,PLAY,Wander Franco,TB,"3B,SS",JAIL,,[5] TC1,TC 1,11573,3368
JEP,Jepordizers!,Dylan Beavers,BAL,OF,Farm,Purchased Contract,[7] P,P,,3926
WIZ,Whiz Kids,Jakob Marsee,MIA,OF,Farm,Purchased Contract,[7] P,P,,6555
SAD,not much of a donkey,Eduardo Quintero,LAD,OF,Farm,Purchased Contract,[7] P,P,,6564
B2J,Btwn2Jackies,Charlee Soto,MIN,RHP,Farm,Purchased Contract,[7] P,P,,6718
CFL,Country Fried Lamb,Jaxon Wiggins,CHC,RHP,Farm,Purchased Contract,[7] P,P,,6725
SAD,not much of a donkey,Nolan McLean,NYM,RHP,Farm,Purchased Contract,[7] P,P,,6911
DRO,Andromedans,Carlos Lagrange,NYY,RHP,Farm,Purchased Contract,[7] P,P,,6938
RV,Rick Vaughn,Jack Perkins,ATH,RHP,MLB,Keeper Contract,[6] TCR,TC R,,6983
HAM,Hammers,Kyle Karros,COL,3B,Farm,Purchased Contract,[7] P,P,,7037
HAM,Hammers,Kendry Rojas,TOR,LHP,Farm,Purchased Contract,[7] P,P,,7156
WIZ,Whiz Kids,Bryan King,HOU,RP,MLB,,[5] TC1,TC 1,,7345
B2J,Btwn2Jackies,Rainiel Rodriguez,STL,C,Farm,Purchased Contract,[7] P,P,,7622
SAD,not much of a donkey,Khal Stephen,TOR,RHP,Farm,Purchased Contract,[7] P,P,,7671
SAD,not much of a donkey,Caleb Bonemer,CWS,SS,Farm,Purchased Contract,[7] P,P,,7675
WAR,Weekend Warriors,Josh Adamczewski,MIL,SS,Farm,Purchased Contract,[7] P,P,,7896
B2J,Btwn2Jackies,Luis Robert Jr.,CWS,CF,MLB,,,,10765,
